"","rank","title","Previous.Rank","Revenues...M.","Revenue.Change","Profits...M.","Profit.Change","Assets...M.","Mkt.Value.as.of.3.29.18...M.","Employees","CEO","CEO.Title","Sector","Industry","Years.on.Fortune.500.List","City","State","Latitude","Longitude","CEO.gender","ticker"
"1",1,"Walmart","1","$500,343 ","3.00%","$9,862.00 ","-27.70%","$204,522 ","$263,563 ","2,300,000","Douglas McMillon","President, Chief Executive Officer &  Director","Retailing","General Merchandisers","24","Bentonville","AR",36.3728538,-94.2088172,"male","WMT"
"2",2,"Exxon Mobil","4","$244,363 ","17.40%","$19,710.00 ","151.40%","$348,691 ","$316,157 ","71,200","Darren Woods","Chairman &  Chief Executive Officer","Energy","Petroleum Refining","24","Irving","TX",32.8140177,-96.9488945,"male","XOM"
"3",3,"Berkshire Hathaway","2","$242,137 ","8.30%","$44,940.00 ","86.70%","$702,095 ","$492,008 ","377,000","Warren Buffett","Chairman, President &  Chief Executive Officer","Financials","Insurance: Property and Casualty (Stock)","24","Omaha","NE",41.2565369,-95.9345034,"male","BRK.A"
"4",4,"Apple","3","$229,234 ","6.30%","$48,351.00 ","5.80%","$375,319 ","$851,318 ","123,000","Timothy Cook","Chairman &  Chief Executive Officer","Technology","Computers, Office Equipment","24","Cupertino","CA",37.3229978,-122.0321823,"male","AAOI"
"5",5,"UnitedHealth Group","6","$201,159 ","8.80%","$10,558.00 ","50.50%","$139,058 ","$207,080 ","260,000","David Wichmann","Chairman &  Chief Executive Officer","Health Care","Health Care: Insurance and Managed Care","24","Minnetonka","MN",44.9211836,-93.4687489,"male","UNH"
"6",6,"McKesson","5","$198,533 ","3.10%","$5,070.00 ","124.50%","$60,969 ","$29,067 ","64,500","John Hammergren","Chairman, President &  Chief Executive Officer","Wholesalers","Wholesalers: Health Care","24","SF","CA",37.7749295,-122.4194155,"male","MCK"
"7",7,"CVS Health","7","$184,765 ","4.10%","$6,622.00 ","24.50%","$95,131 ","$63,114 ","203,000","Larry Merlo","President, Chief Executive Officer &  Director","Health Care","Health Care: Pharmacy and Other Services","24","Woonsocket","RI",42.0028761,-71.5147839,"male","CVS"
"8",8,"Amazon.com","12","$177,866 ","30.80%","$3,033.00 ","27.90%","$131,310 ","$700,668 ","566,000","Jeffrey Bezos","Chairman, President &  Chief Executive Officer","Retailing","Internet Services and Retailing","17","Seattle","WA",47.6062095,-122.3320708,"male","AMZN"
"9",9,"AT&T","9","$160,546 ","-2.00%","$29,450.00 ","127.00%","$444,097 ","$218,946 ","254,000","Randall Stephenson","Chairman, President &  Chief Executive Officer","Telecommunications","Telecommunications","24","Dallas","TX",32.7766642,-96.7969879,"male","TATT"
"10",10,"General Motors","8","$157,311 ","-5.50%","($3,864.00)","-141.00%","$212,482 ","$50,972 ","180,000","Mary Barra","Chairman &  Chief Executive Officer","Motor Vehicles &  Parts","Motor Vehicles and Parts","24","Detroit","MI",42.331427,-83.0457538,"female","GM"
"11",11,"Ford Motor","10","$156,776 ","3.30%","$7,602.00 ","65.40%","$257,808 ","$44,244 ","202,000","James Hackett","President, Chief Executive Officer &  Director","Motor Vehicles &  Parts","Motor Vehicles and Parts","24","Dearborn","MI",42.3222599,-83.1763145,"male","F"
"12",12,"AmerisourceBergen","11","$153,144 ","4.30%","$364.50 ","-74.50%","$35,317 ","$18,938 ","19,500","Steven Collis","Chairman, President &  Chief Executive Officer","Wholesalers","Wholesalers: Health Care","24","Chesterbrook","PA",40.0756627,-75.4590816,"male","ABC"
"13",13,"Chevron","19","$134,533 ","25.10%","$9,195.00 ","-","$253,806 ","$217,845 ","51,900","Michael Wirth","Chairman &  Chief Executive Officer","Energy","Petroleum Refining","24","San Ramon","CA",37.7799273,-121.9780153,"male","CVX"
"14",14,"Cardinal Health","15","$129,976 ","6.90%","$1,288.00 ","-9.70%","$40,112 ","$19,726 ","40,400","Michael Kaufmann","Chairman &  Chief Executive Officer","Wholesalers","Wholesalers: Health Care","24","Dublin","OH",40.0992294,-83.1140771,"male","CAH"
"15",15,"Costco","16","$129,025 ","8.70%","$2,679.00 ","14.00%","$36,347 ","$82,687 ","182,000","Craig Jelinek","President, Chief Executive Officer &  Director","Retailing","General Merchandisers","24","Issaquah","WA",47.5301011,-122.0326191,"male","COST"
"16",16,"Verizon","14","$126,034 ","0.00%","$30,101.00 ","129.30%","$257,143 ","$197,497 ","155,400","Lowell McAdam","Chairman &  Chief Executive Officer","Telecommunications","Telecommunications","24","New York","NY",40.7127753,-74.0059728,"male","VERI"
"17",17,"Kroger","18","$122,662 ","6.40%","$1,907.00 ","-3.40%","$37,197 ","$20,828 ","449,000","Rodney McMullen","Chairman &  Chief Executive Officer","Food &  Drug Stores","Food and Drug Stores","24","Cincinnati","OH",39.1031182,-84.5120196,"male","KR"
"18",18,"General Electric","13","$122,274 ","-3.50%","($5,786.00)","-165.50%","$377,945 ","$117,054 ","313,000","John Flannery Jr","Chairman &  Chief Executive Officer","Industrials","Industrial Machinery","24","Boston","MA",42.3600825,-71.0588801,"male","GE"
"19",19,"Walgreens Boots Alliance","17","$118,214 ","0.70%","$4,078.00 ","-2.30%","$66,009 ","$64,924 ","290,000","Stefano Pessina","Vice Chairman &  Chief Executive Officer","Food &  Drug Stores","Food and Drug Stores","24","Deerfield","IL",42.1711365,-87.8445119,"male","WBA"
"20",20,"JPMorgan Chase","21","$113,899 ","8.00%","$24,441.00 ","-1.20%","$2,533,600 ","$375,043 ","252,539","James Dimon","Chairman &  Chief Executive Officer","Financials","Commercial Banks","24","New York","NY",40.7127753,-74.0059728,"male","JPM"
"21",21,"Fannie Mae","20","$112,394 ","4.90%","$2,463.00 ","-80.00%","$3,345,529 ","$1,633 ","7,200","Timothy Mayopoulos","President, Chief Executive Officer &  Director","Financials","Diversified Financials","21","Leavenworth","WA",47.7510741,-120.7401385,"male",NA
"22",22,"Alphabet","27","$110,855 ","22.80%","$12,662.00 ","-35.00%","$197,295 ","$719,124 ","80,110","Larry Page","Chief Executive Officer &  Director","Technology","Internet Services and Retailing","13","Mountain View","CA",37.3860517,-122.0838511,"male","GOOG"
"23",23,"Home Depot","23","$100,904 ","6.70%","$8,630.00 ","8.50%","$44,529 ","$206,272 ","413,000","Craig Menear","Chairman, President &  Chief Executive Officer","Retailing","Specialty Retailers: Other","24","Atlanta","GA",33.7489954,-84.3879824,"male","HD"
"24",24,"Bank of America Corp.","26","$100,264 ","7.00%","$18,232.00 ","1.80%","$2,281,234 ","$306,618 ","209,376","Brian Moynihan","Chairman, President &  Chief Executive Officer","Financials","Commercial Banks","24","Charlotte","NC",35.2270869,-80.8431267,"male","BKSC"
"25",25,"Express Scripts Holding","22","$100,065 ","-0.20%","$4,517.40 ","32.70%","$54,256 ","$38,791 ","26,600","Timothy Wentworth","President, Chief Executive Officer &  Director","Health Care","Health Care: Pharmacy and Other Services","19","St. Louis","MO",38.6270025,-90.1994042,"male",NA
"26",26,"Wells Fargo","25","$97,741 ","3.80%","$22,183.00 ","1.10%","$1,951,757 ","$255,556 ","262,700","Timothy Sloan","President, Chief Executive Officer &  Director","Financials","Commercial Banks","24","SF","CA",37.7749295,-122.4194155,"male","EAD"
"27",27,"Boeing","24","$93,392 ","-1.20%","$8,197.00 ","67.50%","$92,333 ","$192,539 ","140,800","Dennis Muilenburg","Chairman, President &  Chief Executive Officer","Aerospace &  Defense","Aerospace and Defense","24","Chicago","IL",41.8781136,-87.6297982,"male","WIFI"
"28",28,"Phillips 66","34","$91,568 ","26.50%","$5,106.00 ","228.40%","$54,371 ","$44,730 ","14,600","Greg Garland","Chairman &  Chief Executive Officer","Energy","Petroleum Refining","6","Houston","TX",29.7604267,-95.3698028,"male","PSX"
"29",29,"Anthem","29","$90,040 ","6.10%","$3,842.80 ","55.60%","$70,540 ","$56,182 ","56,000","Gail Boudreaux","President, Chief Executive Officer &  Director","Health Care","Health Care: Insurance and Managed Care","24","Indianapolis","IN",39.768403,-86.158068,"female","ANTM"
"30",30,"Microsoft","28","$89,950 ","5.40%","$21,204.00 ","26.20%","$241,086 ","$702,760 ","124,000","Satya Nadella","Chief Executive Officer &  Director","Technology","Computer Software","24","Redmond","WA",47.6739881,-122.121512,"male","MSFT"
"31",31,"Valero Energy","37","$88,407 ","26.00%","$4,065.00 ","77.60%","$50,158 ","$39,977 ","10,015","Joseph Gorder","Chairman, President &  Chief Executive Officer","Energy","Petroleum Refining","20","San Antonio","TX",29.4241219,-98.4936282,"male","VLO"
"32",32,"Citigroup","30","$87,966 ","6.80%","($6,798.00)","-145.60%","$1,842,465 ","$172,822 ","209,000","Michael Corbat","Chairman &  Chief Executive Officer","Financials","Commercial Banks","24","New York","NY",40.7127753,-74.0059728,"male","BLW"
"33",33,"Comcast","31","$84,526 ","5.10%","$22,714.00 ","161.20%","$186,949 ","$158,703 ","164,000","Brian Roberts","Chairman, President &  Chief Executive Officer","Telecommunications","Telecommunications","23","Philadelphia","PA",39.9525839,-75.1652215,"male","CMCSA"
"34",34,"IBM","32","$79,139 ","-1.00%","$5,753.00 ","-51.50%","$125,356 ","$141,335 ","397,800","Virginia Rometty","Chairman, President &  Chief Executive Officer","Technology","Information Technology Services","24","Armonk","NY",41.1264849,-73.7140195,"female","IBO"
"35",35,"Dell Technologies","41","$78,660 ","21.40%","($3,728.00)","-","$122,281 ","-","145,000","Michael Dell","Chairman &  Chief Executive Officer","Technology","Computers, Office Equipment","21","Round Rock","TX",30.5082551,-97.678896,"male","SLGL"
"36",36,"State Farm Insurance Cos.","33","$78,331 ","2.90%","$2,206.50 ","529.90%","$272,345 ","-","65,664","Michael Tipsord","Chairman, President &  Chief Executive Officer","Financials","Insurance: Property and Casualty (Mutual)","24","Bloomington","IL",40.4842027,-88.9936873,"male",NA
"37",37,"Johnson & Johnson","35","$76,450 ","6.30%","$1,300.00 ","-92.10%","$157,303 ","$343,780 ","134,000","Alex Gorsky","Chairman &  Chief Executive Officer","Health Care","Pharmaceuticals","24","New Brunswick","NJ",40.4862157,-74.4518188,"male","JOUT"
"38",38,"Freddie Mac","39","$74,676 ","13.70%","$5,625.00 ","-28.00%","$2,049,776 ","$878 ","6,165","Donald Layton","Chairman &  Chief Executive Officer","Financials","Diversified Financials","21","McLean","VA",38.9338676,-77.1772604,"male",NA
"39",39,"Target","38","$71,879 ","3.40%","$2,934.00 ","7.20%","$38,999 ","$37,409 ","345,000","Brian Cornell","Chairman &  Chief Executive Officer","Retailing","General Merchandisers","24","Minneapolis","MN",44.977753,-93.2650108,"male","TH"
"40",40,"Lowes","40","$68,619 ","5.50%","$3,447.00 ","11.40%","$35,291 ","$72,812 ","255,000","Robert Niblock","Chairman, President &  Chief Executive Officer","Retailing","Specialty Retailers: Other","24","Mooresville","NC",35.5848596,-80.8100724,"male","LONE"
"41",41,"Marathon Petroleum","51","$67,610 ","21.00%","$3,432.00 ","192.30%","$49,047 ","$34,683 ","43,800","Gary Heminger","Chairman &  Chief Executive Officer","Energy","Petroleum Refining","7","Findlay","OH",41.04422,-83.6499321,"male","MPC"
"42",42,"Procter & Gamble","36","$66,217 ","-7.70%","$15,326.00 ","45.90%","$120,406 ","$199,865 ","95,000","David Taylor","Chairman, President &  Chief Executive Officer","Household Products","Household and Personal Products","24","Cincinnati","OH",39.1031182,-84.5120196,"male","PG"
"43",43,"MetLife","42","$66,153 ","4.20%","$4,010.00 ","401.30%","$719,892 ","$47,572 ","49,000","Steven Kandarian","Chairman, President &  Chief Executive Officer","Financials","Insurance: Life, Health (stock)","24","New York","NY",40.7127753,-74.0059728,"male","MET"
"44",44,"UPS","46","$65,872 ","8.20%","$4,910.00 ","43.10%","$45,403 ","$90,156 ","346,415","David Abney","Chairman &  Chief Executive Officer","Transportation","Mail, Package, and Freight Delivery","24","Atlanta","GA",33.7489954,-84.3879824,"male","ACWX"
"45",45,"PepsiCo","44","$63,525 ","1.20%","$4,857.00 ","-23.30%","$79,804 ","$154,933 ","263,000","Indra Nooyi","Chairman &  Chief Executive Officer","Food, Beverages &  Tobacco","Food Consumer Products","24","Harrison","NY",41.0400135,-73.7144477,"female","PEP"
"46",46,"Intel","47","$62,761 ","5.70%","$9,601.00 ","-6.90%","$123,249 ","$243,109 ","102,700","Robert Swan","Chairman &  Chief Executive Officer","Technology","Semiconductors and Other Electronic Components","24","Santa Clara","CA",37.3541079,-121.9552356,"male","CIX"
"47",47,"DowDuPont","62","$62,683 ","30.20%","$1,460.00 ","-66.20%","$192,164 ","$148,186 ","98000","Edward Breen","Chief Executive Officer","Chemicals","Chemicals","24","Midland","Michigan",43.623574,-84.232105,"male",NA
"48",48,"Archer Daniels Midland","45","$60,828 ","-2.40%","$1,595.00 ","24.70%","$39,963 ","$24,238 ","31,300","Juan Luciano","Chairman, President &  Chief Executive Officer","Food, Beverages &  Tobacco","Food Production","24","Chicago","IL",41.8781136,-87.6297982,"male","ADM"
"49",49,"Aetna","43","$60,535 ","-4.10%","$1,904.00 ","-16.20%","$55,151 ","$55,229 ","47,950","Mark Bertolini","Chairman &  Chief Executive Officer","Health Care","Health Care: Insurance and Managed Care","18","Hartford","CT",41.7658043,-72.6733723,"male",NA
"50",50,"FedEx","58","$60,319 ","19.80%","$2,997.00 ","64.70%","$48,552 ","$64,161 ","357,000","Frederick Smith","Chairman &  Chief Executive Officer","Transportation","Mail, Package, and Freight Delivery","24","Memphis","TN",35.1495343,-90.0489801,"male","FDX"
"51",51,"United Technologies","50","$59,837 ","4.50%","$4,552.00 ","-10.00%","$96,920 ","$100,667 ","204,700","Gregory Hayes","Chairman, President &  Chief Executive Officer","Aerospace &  Defense","Aerospace and Defense","24","Farmington","CT",41.7360305,-72.795027,"male","UTX"
"52",52,"Prudential Financial","48","$59,689 ","1.50%","$7,863.00 ","80.00%","$831,921 ","$43,686 ","49,705","John Strangfeld","Chairman, President &  Chief Executive Officer","Financials","Insurance: Life, Health (stock)","24","Newark","NJ",40.735657,-74.1723667,"male","PJH"
"53",53,"Albertsons Cos.","49","$59,678 ","1.60%","($373.30)","-","$23,755 ","-","273,000","Robert Miller","Chairman &  Chief Executive Officer","Food &  Drug Stores","Food and Drug Stores","14","Boise","ID",43.6150186,-116.2023137,"male",NA
"54",54,"Sysco","57","$55,371 ","9.90%","$1,142.50 ","20.30%","$17,757 ","$31,294 ","66,500","Thomas Ben�","President, Chief Executive Officer &  Director","Wholesalers","Wholesalers: Food and Grocery","24","Houston","TX",29.7604267,-95.3698028,"male","SYY"
"55",55,"Disney","52","$55,137 ","-0.90%","$8,980.00 ","-4.40%","$95,789 ","$151,029 ","199,000","Robert Iger","Chairman &  Chief Executive Officer","Media","Entertainment","24","Burbank","CA",34.1808392,-118.3089661,"male","DIS"
"56",56,"Humana","53","$53,767 ","-1.10%","$2,448.00 ","298.70%","$27,178 ","$37,122 ","45,900","Bruce Broussard","President, Chief Executive Officer &  Director","Health Care","Health Care: Insurance and Managed Care","24","Louisville","KY",38.2526647,-85.7584557,"male","HUM"
"57",57,"Pfizer","54","$52,546 ","-0.50%","$21,308.00 ","195.30%","$171,797 ","$211,115 ","90,200","Ian Read","Chairman &  Chief Executive Officer","Health Care","Pharmaceuticals","24","New York","NY",40.7127753,-74.0059728,"male","PFE"
"58",58,"HP","61","$52,056 ","7.90%","$2,526.00 ","1.20%","$32,913 ","$35,893 ","49,000","Dion Weisler","President, Chief Executive Officer &  Director","Technology","Computers, Office Equipment","24","Palo Alto","CA",37.4418834,-122.1430195,"male","AMBO"
"59",59,"Lockheed Martin","56","$51,048 ","0.80%","$2,002.00 ","-62.20%","$46,521 ","$96,589 ","100,000","Marillyn Hewson","Chairman, President &  Chief Executive Officer","Aerospace &  Defense","Aerospace and Defense","24","Bethesda","MD",38.984652,-77.0947092,"female","LMT"
"60",60,"AIG","55","$49,520 ","-5.40%","($6,084.00)","-","$498,301 ","$49,145 ","49,800","Brian Duperreault","President, Chief Executive Officer &  Director","Financials","Insurance: Property and Casualty (Stock)","24","New York","NY",40.7127753,-74.0059728,"male","MAG"
"61",61,"Centene","66","$48,572 ","19.30%","$828.00 ","47.30%","$21,855 ","$18,704 ","33,700","Michael Neidorff","Chairman &  Chief Executive Officer","Health Care","Health Care: Insurance and Managed Care","9","St. Louis","MO",38.6270025,-90.1994042,"male","CDEV"
"62",62,"Cisco Systems","60","$48,005 ","-2.50%","$9,609.00 ","-10.50%","$129,818 ","$206,623 ","72,900","Charles Robbins","Chairman &  Chief Executive Officer","Technology","Network and Other Communications Equipment","22","San Jose","CA",37.3382082,-121.8863286,"male","CSCO"
"63",63,"HCA Healthcare","63","$47,653 ","6.50%","$2,216.00 ","-23.30%","$36,593 ","$34,165 ","221491","Milton Johnson","Chairman &  Chief Executive Officer","Health Care","Health Care: Medical Facilities","24","Nashville","TN",36.1626638,-86.7816016,"male","PTH"
"64",64,"Energy Transfer Equity","79","$47,487 ","26.60%","$954.00 ","-4.10%","$86,246 ","$15,335 ","29,486","John McReynolds","President &  Director","Energy","Pipelines","12","Dallas","TX",32.7766642,-96.7969879,"male","ET"
"65",65,"Caterpillar","74","$45,462 ","18.00%","$754.00 ","-","$76,962 ","$88,078 ","98,400","James Umpleby III","Chairman &  Chief Executive Officer","Industrials","Construction and Farm Machinery","24","Deerfield","IL",42.1711365,-87.8445119,"male","CAT"
"66",66,"Nationwide","68","$43,940 ","9.60%","$246.50 ","-26.20%","$221,257 ","-","33,135","Stephen Rasmussen","Chief Executive Officer","Financials","Insurance: Property and Casualty (Mutual)","24","Columbus","OH",39.9611755,-82.9987942,"male","CIFS"
"67",67,"Morgan Stanley","76","$43,642 ","15.00%","$6,111.00 ","2.20%","$851,733 ","$96,688 ","57,633","James Gorman","Chairman &  Chief Executive Officer","Financials","Commercial Banks","24","New York","NY",40.7127753,-74.0059728,"male","CAF"
"68",68,"Liberty Mutual Insurance Group","75","$42,687 ","11.40%","$17.00 ","-98.30%","$142,502 ","-","50,000","David Long","Chairman, President &  Chief Executive Officer","Financials","Insurance: Property and Casualty (Stock)","24","Boston","MA",42.3600825,-71.0588801,"male",NA
"69",69,"New York Life Insurance","65","$42,296 ","3.70%","$1,866.90 ","71.60%","$303,183 ","-","11,114","Theodore Mathas","Chairman &  Chief Executive Officer","Financials","Insurance: Life, Health (Mutual)","24","New York","NY",40.7127753,-74.0059728,"male","ENX"
"70",70,"Goldman Sachs Group","78","$42,254 ","12.00%","$4,286.00 ","-42.10%","$916,776 ","$95,463 ","36,600","Lloyd Blankfein","Chairman &  Chief Executive Officer","Financials","Commercial Banks","19","New York","NY",40.7127753,-74.0059728,"male","GER"
"71",71,"American Airlines Group","67","$42,207 ","5.00%","$1,919.00 ","-28.30%","$51,396 ","$24,584 ","126,600","Douglas Parker","Chairman &  Chief Executive Officer","Transportation","Airlines","24","Fort Worth","TX",32.7554883,-97.3307658,"male","AAL"
"72",72,"Best Buy","72","$42,151 ","7.00%","$1,000.00 ","-18.60%","$13,049 ","$20,460 ","125,000","Hubert Joly","Chairman &  Chief Executive Officer","Retailing","Specialty Retailers: Other","24","Richfield","MN",44.8832982,-93.2830021,"male","BBY"
"73",73,"Cigna","70","$41,616 ","4.90%","$2,237.00 ","19.80%","$61,753 ","$40,735 ","46,000","David Cordani","President, Chief Executive Officer &  Director","Health Care","Health Care: Insurance and Managed Care","24","Bloomfield","CT",41.826488,-72.7300945,"male","SBNY"
"74",74,"Charter Communications","96","$41,581 ","43.40%","$9,895.00 ","180.90%","$146,623 ","$80,954 ","94,800","Thomas Rutledge","Chairman &  Chief Executive Officer","Telecommunications","Telecommunications","18","Stamford","CT",41.0534302,-73.5387341,"male","CHTR"
"75",75,"Delta Air Lines","71","$41,244 ","4.00%","$3,577.00 ","-18.20%","$53,292 ","$38,746 ","86,564","Edward Bastian","Chairman &  Chief Executive Officer","Transportation","Airlines","24","Atlanta","GA",33.7489954,-84.3879824,"male","DAL"
"76",76,"Facebook","98","$40,653 ","47.10%","$15,934.00 ","56.00%","$84,524 ","$464,190 ","25,105","Mark Zuckerberg","Chairman &  Chief Executive Officer","Technology","Internet Services and Retailing","6","Menlo Park","CA",37.4529598,-122.1817252,"male","FB"
"77",77,"Honeywell International","73","$40,534 ","3.10%","$1,655.00 ","-65.60%","$59,387 ","$108,149 ","131,000","Darius Adamczyk","President, Chief Executive Officer &  Director","Industrials","Electronics, Electrical Equip.","24","Morris Plains","NJ",40.8395922,-74.4818698,"male","HON"
"78",78,"Merck","69","$40,122 ","0.80%","$2,394.00 ","-38.90%","$87,872 ","$146,862 ","69,000","Kenneth Frazier","Chairman, President &  Chief Executive Officer","Health Care","Pharmaceuticals","24","Kenilworth","NJ",40.6764911,-74.2907032,"male","FMAO"
"79",79,"Allstate","84","$38,524 ","5.40%","$3,189.00 ","69.90%","$112,422 ","$33,478 ","42,680","Thomas Wilson","Chairman, President &  Chief Executive Officer","Financials","Insurance: Property and Casualty (Stock)","23","Northbrook","IL",42.1275267,-87.8289548,"male","ALL"
